,date,weight,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,ts_id,action
feature_72,0.0023154213612764703,0.002854337523541349,-0.12362974907509872,-0.01076140564594907,-0.0017117450614005862,-0.003123894997553032,-0.0012776274873864584,-0.008156981303644065,-0.006841200578606646,-0.0045135248842730034,-0.0005979403405491256,-0.014309706095362765,-0.004473573329203697,-0.00452674337921772,-0.001653085585873702,-0.012583806180785613,-0.005018848497299989,-0.012464329592944847,-0.003619146687654074,-0.0671164896067982,-0.07687715667507053,-0.12973141739795563,-0.14306938321902718,-0.08080431093932935,-0.07939543329723979,-0.09704217058363442,-0.10626956758484957,-0.11914093295528295,-0.1300472258969171,0.06103644819873071,0.07588502222966284,0.1283475922264581,0.1455976250796935,0.07217561926968828,0.08595762579885761,0.09398226573479489,0.10376387340027314,0.12197562542966997,0.13463690137450784,-0.0785544640239728,-0.08903378752569006,0.06997545126071099,0.0854407141851611,0.0038563513756352187,-0.00934057383682422,-0.01436535170567016,-0.03842341332418014,-0.023125333176227152,-0.015127049790580946,-0.016659089993519626,-0.014998698114975695,-0.009070553002556145,-0.010939639560841067,-0.0005883042444027168,-0.0008075660241064588,-0.014872024492365504,-0.006587029652674208,0.0058120678986996275,0.00398067999066808,0.008871060165572018,0.009534506408403903,0.007288986045750263,0.09506380903703796,0.09086814203810245,-0.09566073135718585,-0.09550551229298732,-0.0027675825464427914,-0.1197624856847394,-0.10135728029461714,0.11330502371455008,0.1120079076494224,-0.013504452260959126,-0.003996241516161757,-0.0036632603288525973,1.0,0.2633780107638902,0.6419137973549107,0.441508342502905,0.30405489844688194,0.400879776864327,0.7658670276339916,0.20580320653827874,0.48424945787342205,0.3373973346504125,0.23297763869233565,0.3039991926246281,0.2532721231159996,0.20339969202199948,0.2948484628890107,0.27516972338306167,0.23352249539852815,-0.0016233501823506148,0.1977241884580536,0.16693799722392377,0.22515433791720943,0.2146094964577358,0.1827610246554019,0.013183822558077396,-0.22780591615872642,-0.2013233102294027,-0.1926334461384644,-0.2050157208814791,-0.20575997056128273,-0.09629178746015338,-0.15197106803657778,-0.15181182425936937,-0.1275462689561409,-0.14097899782066745,-0.1519202883932633,-0.06430623504264969,0.012403181900634172,-0.009963921316503178,0.053952085303717506,0.03616131272750147,0.006279718175026205,-0.04843031100275608,0.022604808668414324,-0.006196120927846991,0.04666709440911828,0.03374880223380693,0.008288714276362883,-0.028789084750215594,-0.02065189336160571,0.006601481645104903,-0.014509797896426525,0.01255249745533221,-0.018455920862128387,0.011591615031217754,-0.015806827445509552,0.015157880351268268,-0.01457659440583168,0.014948683759802317,0.0024938702693582844,-0.003936234889016309
feature_73,-0.0021248761061122604,0.0041665293325768345,-0.5855588455606145,-0.04162784621676731,-0.031999091847092286,0.00884857346347371,0.0033459011487040665,0.005369806658952658,-0.011523059820462969,0.007700547760484161,0.005447918098484984,-0.04554980079902287,-0.03690766243234921,-0.007855409700294056,-0.006853672934988538,-0.027101317348929153,-0.02079310921781126,-0.04258863893960688,-0.03267459193407877,-0.3976994472652592,-0.3991398042391186,-0.5945204693275951,-0.6254548848689763,-0.44973684827057275,-0.397243012860713,-0.4898035280309507,-0.4969661343388741,-0.5675604707247673,-0.5820926161829137,0.38116601348410933,0.3973019159382349,0.5858821561471783,0.6167633757333032,0.40634370526272423,0.4260457368020726,0.472125657069697,0.46127797247202135,0.5660698604756541,0.5704721963327144,-0.43779433415471164,-0.4516127784566567,0.42665557394772446,0.45385852695897766,0.015420725609714749,-0.026695096936524203,-0.016026745690672892,-0.003211092689551142,0.005983362028036861,-0.01788598626226239,-0.02746639978538261,-0.023475666031321535,-0.014072677863556263,-0.006696390908002723,0.0007878900664436679,0.01651289533619565,-0.030828681600797096,-0.006032755115635938,0.0034170887296425183,-0.0011451480419554327,0.0030171632742375734,0.0034736402714004694,0.0016329906000100783,0.032199814115471646,0.031837008249165855,-0.036665448736430906,-0.0363045663955256,0.0021913272101215862,-0.053674721112932144,-0.042943246865972035,0.06826465946527026,0.06592788339956698,-0.04894020753393271,-0.023519971312313155,-0.0402759573097678,0.2633780107638902,1.0,0.4390496984839077,0.6931340354271812,0.924886805518735,0.09711266227556144,0.20036283314565337,0.7483917718812739,0.3025309439623641,0.49061053812279787,0.6438572557132815,0.063018821857941,0.0718736400015251,0.7586779048602963,0.1761827061795405,0.4284318498936024,0.6712632381661285,0.006321977914883342,0.07932641254672254,0.6134407418724442,0.15974090167294766,0.292736530280366,0.4727595941105341,0.01852420852753126,-0.11423127747002662,-0.7983199334761061,-0.25098938480965866,-0.4234149842310298,-0.6953508112014877,-0.02100700999373205,-0.08991017327385514,-0.5791687376459248,-0.15548863794793472,-0.29485478577758695,-0.5079108900549162,-0.009315862499296657,-0.021747419843694132,-0.06576813638058901,-0.026560416698839105,-0.039218286250992836,-0.05871160637905889,-0.008804187093886128,-0.0033424862310462104,-0.04499380254732978,-0.009151675774234086,-0.018796919586335063,-0.03542226610366885,0.0035794640043658307,-0.02688470611479542,0.0056682600298966525,-0.03054126569869742,0.00019426167455136256,-0.028089090779019128,0.005600251436473797,-0.028160015093020862,0.00480307283668971,-0.029207672009385177,0.002761809516065949,-0.0021627045662712748,0.008374659947953972
feature_74,0.0013220086580698859,0.0009978481118314878,-0.2147414885768846,-0.014311623732517955,-0.00983105960429968,-0.001969417947976515,-0.0012757092387084075,-0.0057449078239310905,-0.006907471510287757,-0.0006901344065017144,5.7522328523718845e-05,-0.016432856819068337,-0.012561298304902513,-0.006072971522958795,-0.005360260996697452,-0.01343072733430214,-0.00994009802847912,-0.015340099735197694,-0.011160014749786904,-0.14027111721585508,-0.15171144573132983,-0.22432948815209366,-0.24345864353609145,-0.15195338362907773,-0.14624656628666327,-0.1746582341110014,-0.18628268134828313,-0.2099033078839451,-0.2241915581302668,0.13255378657200692,0.14984567835028473,0.22387798542844473,0.2435580334647693,0.1379434968197121,0.15292073419340954,0.1704678823874413,0.17677955316326915,0.2134532510216195,0.22497199682390556,-0.14949533700268314,-0.1616187831914359,0.13921607556774074,0.158261271405291,0.0026277415503939343,-0.00580599836328502,-0.003981012711672435,-0.024965480117493614,-0.013822545687718757,-0.011546001366325541,-0.011263512577606168,-0.014087098201195167,-0.010581027861965048,-0.007598256069301768,-0.0023300436830363414,0.0040964596797385235,-0.01312053519801287,-0.007912756205294939,0.0032933791161829586,0.001182622475574933,0.005059326155979243,0.006072937396793112,0.003949345528270599,0.06223332696507531,0.059577750627153946,-0.06387700439437917,-0.06367901193354504,-0.0030282175869324208,-0.08917091366214402,-0.07373543509924875,0.08502644868634675,0.08368964510149404,-0.017832318734367813,-0.010329426807355544,-0.013399171790738384,0.6419137973549107,0.4390496984839077,1.0,0.7172713219287755,0.5066733623858338,0.25695610461409013,0.47394501807301653,0.3319450782358571,0.7379655600606007,0.5363442612353942,0.3769366241093208,0.18543520274422232,0.14458368159888402,0.330896880235783,0.37989886697815783,0.39826439985464307,0.365210432220663,-0.0002753258872273354,0.12078232203417211,0.2644261018318164,0.2877776268005818,0.3018405548298441,0.2761390372377998,0.012725742497722244,-0.18311736273373436,-0.3442475904776597,-0.36905693455248473,-0.37663613330236034,-0.3626601170285545,-0.06508255665965304,-0.12290245673966856,-0.2522486974972104,-0.2496222082488379,-0.25965341544124837,-0.2639411719026016,-0.04288076098064475,-0.016744584261929152,-0.02724056388704442,0.00263540059811178,0.002239824191230454,-0.01656198557723732,-0.03245166035368464,-0.0010310226240889675,-0.018899428529936566,0.017348183575179935,0.013908053756168189,-0.008727406575513862,-0.017213984995027593,-0.01411555556175202,0.0047467579822018545,-0.012638934042706067,0.005385098924184036,-0.01327012817452889,0.0068113118668375865,-0.012670894769560629,0.007781021850167463,-0.011946359917813445,0.008040098033282806,0.001420807418234269,-0.0009730218692542069
feature_75,-0.0003280677951233832,0.00287592753459537,-0.371474296664653,-0.02865527232511991,-0.022024185526827996,-0.00250864317632196,-0.003479389538256646,-0.006258471951745135,-0.013535366717586867,-0.0030186387352138383,-0.002204735583083792,-0.030840742454542464,-0.025156689504166822,-0.01162500172127661,-0.009149047257566703,-0.025130027943986808,-0.018320347278529433,-0.031030069120104486,-0.02377846008302174,-0.25532988152932534,-0.26355779937198237,-0.38417027620749444,-0.41097625545751443,-0.28235998449466476,-0.25958390467832193,-0.31170333646161485,-0.3228409573168567,-0.3658255162085596,-0.3829484019656334,0.23680126374770755,0.2566081642866443,0.3781323708122228,0.40548928652807564,0.2501131878005585,0.2708822435697756,0.2963334965444411,0.29990597061264546,0.36356132894114646,0.37579914803929365,-0.2735616463445045,-0.28760406163074254,0.25684499817338713,0.2817250190065402,0.010100560360717865,-0.016800762911134963,-0.00942024550088699,-0.02340733348264036,-0.005801984049398995,-0.013822669887596803,-0.0195459117195178,-0.019658361219119843,-0.014165813426573646,-0.006417838379711732,-0.0008815163611125649,0.009752305013872555,-0.02509476167838666,-0.011244760270305259,0.003151277979993443,-0.0008847151161080106,0.0035109218223807813,0.004086816416242219,0.0014797113983682165,0.047104358645813096,0.04575714560075652,-0.050301863352430844,-0.05009998719419831,-0.00022693881632473523,-0.07215178110128954,-0.0588591730785349,0.07797127602652887,0.0763170157129286,-0.03367681064578698,-0.017336520506874096,-0.027609862914179047,0.441508342502905,0.6931340354271812,0.7172713219287755,1.0,0.7774688859138387,0.17577860788319405,0.33658667553865496,0.5220163749762051,0.5298901679897527,0.7570282717339628,0.5747996551069056,0.12428843564814462,0.09543442628614805,0.5205215921348866,0.25530256428082365,0.5291000274454086,0.5471782882599164,-0.002602409082414193,0.09619024909646506,0.4199971486061612,0.21702265690251293,0.40222105839920835,0.4115566884266717,0.015161742672661089,-0.15571260051048672,-0.5510185963176201,-0.32914284279837375,-0.5668945018518013,-0.5721944745884647,-0.04848939660571976,-0.1098416872842105,-0.40141608746044033,-0.21694054902889848,-0.3993242356156718,-0.4213233186838319,-0.027134788104246077,-0.02849140420518394,-0.04880359431852239,-0.03530427528969784,-0.044377840603020455,-0.04591813462846926,-0.026101459836427615,-0.005877634241532684,-0.032202199867788016,-0.005735147499379396,-0.012040752417711097,-0.027401772599676792,-0.007493684577247865,-0.020509344534692834,0.00559041579421981,-0.025804004371709748,-0.003006581684314852,-0.02090041296697131,0.0058001168366070225,-0.0221179208930874,0.003622477793514162,-0.024485373590987368,-1.8525780311808444e-05,-0.00027395234524493447,0.002435906971183499
feature_76,-0.002413438044905617,0.004241987341713288,-0.5355083657478533,-0.03999284085690227,-0.030890487008912674,0.004380543136702749,-0.00026737705985506325,-0.0011214323917111094,-0.0155821404132117,0.004888612199833904,0.0032028387826598336,-0.042651670101810785,-0.03426816864451906,-0.009610328884029311,-0.008314841487894197,-0.027296697195394737,-0.02067332762303518,-0.04062715407612991,-0.03078772996274576,-0.3642805115321518,-0.36852662599240626,-0.5455110330283286,-0.5764934064234255,-0.40962036991254563,-0.3658146544210475,-0.4469795228998772,-0.45625306170683405,-0.5217696200309448,-0.538090314019518,0.3467411402514198,0.36501565811903636,0.5365215959208451,0.5680841918033841,0.3678189232978592,0.38916641012712294,0.4289459255663411,0.4232355512875154,0.5180512669599739,0.5263864838756834,-0.3986259467395106,-0.4138365005235057,0.38459551398552694,0.4124471895083951,0.014193474821872299,-0.024717826043204667,-0.015050092375016434,-0.006548994484158519,0.004067116137458993,-0.016990002712196535,-0.02593128613326074,-0.023329607778397196,-0.015215785813716982,-0.0066819936405378986,0.0003016421274569185,0.014779254380384488,-0.03141784826294549,-0.009285131113202427,0.0033891851551624023,-0.0021820550350298055,0.0031022945716362516,0.0034896280782714243,0.001086380691729281,0.035660591827673456,0.03491722062034024,-0.03939244721189023,-0.039044791255272736,0.0017422511577786476,-0.05830036026042347,-0.04661778495188327,0.0708617213124241,0.06868146545747345,-0.046505750663832585,-0.023064566791193515,-0.038276716264374705,0.30405489844688194,0.924886805518735,0.5066733623858338,0.7774688859138387,1.0,0.11531641060766662,0.23582237945898465,0.697078127742867,0.3644682764816817,0.5714483237444437,0.7351602110901022,0.078963849101327,0.07628405986167079,0.70010323755924,0.19559764509339986,0.4574504923781257,0.7071546626548274,0.0033249486743595633,0.08329082571674694,0.5692832059595568,0.1752845975277641,0.32566118071654837,0.5255741762102708,0.01776792135105239,-0.12480286672633557,-0.7377866163619188,-0.2708532981215938,-0.46453159322326076,-0.7397555784432113,-0.02833786817420358,-0.09631217993276348,-0.5391434663756879,-0.17415815266181514,-0.33162461897917445,-0.554723325592543,-0.014029669231891629,-0.02436400603637557,-0.06155513021645242,-0.02866538587068229,-0.04156785686376333,-0.061721009403980495,-0.013742596217536202,-0.004746125062753227,-0.042459522483457204,-0.00942022474014355,-0.019767747992596216,-0.04068654984417041,0.0007174687184658931,-0.025751001526875362,0.0056155225805685355,-0.03191820539791327,-0.0038642180923076992,-0.02685024223946473,0.0056354955859785425,-0.02724280591970271,0.0041989350510488,-0.02943051342124442,0.00033659390228670444,-0.002432922814781638,0.006601199960999356
feature_77,0.023742507125146202,0.017724925149107583,-0.021558851193625637,-0.03407204100667622,0.007793629515484182,-0.006022735841603969,-0.004595406096671579,-0.009514592126779176,-0.008442594169062652,-0.013380398215034322,-0.0032552850514803488,-0.04416273916079573,0.0019893954011448067,-0.01840158515041233,-0.0027670113330719084,-0.02888605035833983,-0.0007761136418598365,-0.03755265675347296,0.0020196966802877793,-0.013844298429091902,-0.012449825841578542,-0.04279919437144181,-0.03530260374986603,-0.020469276348337794,-0.015732249193341555,-0.028061654652682767,-0.023066483975397865,-0.03688114513459544,-0.031096335659763205,-0.003972853249599935,0.00809293912348866,0.01668965817144593,0.03585821160921329,0.0018323295263802555,0.015558870545640648,0.008328556838927484,0.02436700982012396,0.016496155292297202,0.032989232504744864,-0.0059845357844092156,-0.011094173805478853,-0.003393913193163718,0.004876854039655277,0.04128325885458768,-0.07062958839606942,-0.08887515003571311,-0.15808170476264383,-0.07026926376813833,-0.03874314851186694,-0.07639391986497936,-0.04161772455138235,-0.013573091677833687,-0.018338751051725354,0.019049843074946945,-0.0013142948504580683,-0.05356274543762756,0.014864798681078081,0.01595269350868269,0.01087939749309162,0.01692547702078923,0.01736280206143635,0.014684178539248527,0.24404825164368435,0.2426390252242225,-0.32185527521444285,-0.3222970255067195,-0.05927488886551364,-0.26175397542773016,-0.2593115811561036,0.17618559187051683,0.17696469079744448,-0.03962728431098845,0.017882575279071666,0.007606653894367842,0.400879776864327,0.09711266227556144,0.25695610461409013,0.17577860788319405,0.11531641060766662,1.0,0.33575903482544295,0.08319214676756143,0.20706857092215097,0.14074446190283418,0.0965336086209524,0.8007390689692074,0.0445379823013871,0.06368801227706421,0.06629350229115187,0.07338237927363701,0.06982877950911255,-0.12250237663495189,0.07450585524536114,0.059186426330923456,0.08163892899511639,0.07772778175441769,0.0676239434656794,-0.021119448676811682,-0.14892118340496915,-0.07857574201180956,-0.12259333232965491,-0.11758361345316047,-0.09277193569982325,-0.335578589231117,-0.07929174927195116,-0.061212845262382694,-0.06812851662687859,-0.06739462888572169,-0.06204842019735055,-0.1871228984928203,-0.046853536664257366,-0.01849115727302739,-0.033371833728674645,-0.03193607992006856,-0.01980158763506224,-0.22343383648626686,-0.003419613670228195,-0.006831548079307,0.0069375545329556036,0.004250659532593477,-0.002856064629122526,-0.11192752862082356,-0.05753730074398296,0.06122755925346459,-0.05386354625410253,0.053440238495085786,-0.05681628575144757,0.06425335175418206,-0.05781573114276957,0.05989877951384132,-0.05583454657464177,0.05609917626097916,0.024207163557469734,-0.004644948368282983
feature_78,0.004539340272481442,0.002367124342583682,-0.12863044217682368,-0.006825856667645323,0.0018277823064987305,-0.005578751716970853,-0.0012236918174851428,-0.005626060533794841,-0.004854085573721255,-0.002390979870382698,0.004678618064025918,-0.009284715547326391,0.0008025979101839988,-0.002958692978159767,0.001954251156472306,-0.007393076061004122,0.0006819888732707392,-0.007055886619504677,0.0022087436501250857,-0.06968453378259282,-0.07569619809906426,-0.11139326077414032,-0.11691754543845198,-0.07740617248075185,-0.07435849875776286,-0.08783127390332478,-0.09217275994993986,-0.10404139283630812,-0.10834832114417604,0.06487810386307312,0.0792274185098982,0.10988713866154491,0.11902942558333962,0.07083809806494784,0.08150699137014465,0.08621063259349547,0.09222975888613524,0.1057003258932279,0.11213945176899599,-0.08475615213323721,-0.09271417833701272,0.07544704642182304,0.09101922346901352,-0.00649939102751743,-0.0018863054664599625,-0.014635354942393606,-0.024564503954087845,-0.04352969036496421,-0.03448715176129307,-0.013013466920820865,-0.012631682147638205,-0.007179801855223825,-0.038311290641341054,-0.011214884504115263,-0.012980619809820357,-0.012465957215240953,-0.017405348551609332,0.00727155801375386,0.004759959266879832,0.009794379755762467,0.010095199397849863,0.007755465355963353,0.10587603887832653,0.10230109143239037,-0.10523021080755328,-0.10515902539921519,0.004382318545663543,-0.12436982254964506,-0.10519426467363338,0.1311728194755108,0.12982257614695247,-0.007614254344672669,-0.004296685975780789,0.001996117197245746,0.7658670276339916,0.20036283314565337,0.47394501807301653,0.33658667553865496,0.23582237945898465,0.33575903482544295,1.0,0.25805561269892474,0.6286419782650733,0.4374354341972853,0.307056553300594,0.4129265152873484,0.21203109450716276,0.16328582104379175,0.23294270304320625,0.22720755974034124,0.1889738503164283,0.015332782456092929,0.23061844069610815,0.19505876433235284,0.26465532468412034,0.2569783750543556,0.22093032942937027,0.0189845493799994,-0.1589164457791942,-0.14916194011613668,-0.13407408875997495,-0.1406864668925916,-0.15017749035322636,-0.06301463619146229,-0.1872781100584772,-0.1917542342444776,-0.16743992756743017,-0.1895338879058807,-0.20130792982953036,-0.07508333436278018,0.026284308207111504,0.006099172118151542,0.05694331749970489,0.04305440669023207,0.01825372566156566,-0.024221978245349607,0.020149089413831117,-0.012653449503490023,0.046129858560461444,0.029849516471236737,-0.006183503210736428,-0.030918241458565865,-0.016065566771340523,-0.00562719962689976,-0.012464974774379028,-0.0014841919972336443,-0.014552665408034815,-0.0006509323858009153,-0.012938681834239648,0.0030899493079061605,-0.012112553879633496,0.0023401354114955877,0.005338816227463609,-0.0017098814314701054
feature_79,0.0018720327857036103,0.005036018321452618,-0.5131116945465405,-0.03923406582943546,-0.02690819188061141,0.008549911498588884,0.0038330598141365353,0.00758606225113485,-0.008993846820785422,0.0059942264128546125,0.004296864442101699,-0.04093375261317687,-0.029148324496337183,-0.00798256956739746,-0.005942714868045847,-0.024495469972098758,-0.01672708116542603,-0.03779878228859278,-0.025564852366397304,-0.3375980250785182,-0.32863561826118554,-0.45889049488307404,-0.4549724869895121,-0.3682501182797474,-0.3130370970749014,-0.3884207973678488,-0.37527409267637546,-0.43947679111654714,-0.4260935362804131,0.32339575799943093,0.3274375054868078,0.44483995549337374,0.44353832386940434,0.3311765549709713,0.33475869886121984,0.3708054904882814,0.34688869289951896,0.43115732267712403,0.41381859154340556,-0.3770821575208451,-0.3808458806286507,0.3699158728766488,0.3856808075408698,0.008250766500546939,-0.017855389572401285,-0.019266796675353564,-0.003491336490562321,-0.005971149806004202,-0.029339040245513922,-0.02634157997877813,-0.020678099586081803,-0.011307651018139757,-0.026385040039309745,-0.006545612471746561,0.008354958120586717,-0.024485715943706056,-0.01654756994345164,0.00459172280239156,-0.00044849066232774583,0.0040766170108675216,0.00441786338397195,0.0024100089500851507,0.032487167923154994,0.032099774216391916,-0.03980062773901282,-0.039579714955576314,0.0015704899242320446,-0.05059488030327479,-0.041179431610019385,0.06417781990538829,0.06251982785818128,-0.04406476504645023,-0.029626941044870517,-0.03129204613650214,0.20580320653827874,0.7483917718812739,0.3319450782358571,0.5220163749762051,0.697078127742867,0.08319214676756143,0.25805561269892474,1.0,0.40724975425874793,0.6330539632181841,0.863126415072401,0.09329232317594087,0.05555417890699799,0.5717687657083284,0.13317995334753707,0.323907201679374,0.5059123025054415,0.004826074127614586,0.06297267466634196,0.7204017487582789,0.1566087064112016,0.3219652727213519,0.575589236409533,0.005826243179963731,-0.08547879821512097,-0.5999226142316938,-0.18684837536397148,-0.31222245184695824,-0.5157606343698024,-0.01774063521559072,-0.0960960597572936,-0.774764937845849,-0.1916385581751091,-0.37702945831889867,-0.6413025809849748,-0.022549211209719287,-0.015563773543596034,-0.047075067487863886,-0.018058340944524083,-0.027256369372785562,-0.04267653295109587,-0.007581749059336065,-0.01625500720563762,-0.09533484119968472,-0.024993704703403927,-0.04306106331940447,-0.0822359949407278,-0.009217192455050725,-0.01775180551584331,0.004480004216780278,-0.022467584234922313,-0.004603481400232415,-0.018648617328268835,0.005023612824528611,-0.019312350882711302,0.003680785148424703,-0.020688018160030762,-0.00025706390279691175,0.0019479119634879796,0.012455321074477275
feature_80,0.003936257557874274,0.0014132314933589325,-0.19692493817495152,-0.010247583820937546,-0.005777329333298933,-0.0035162393992516187,-0.0006675459755622768,-0.004500933606184241,-0.005701386401574742,-8.383685752437292e-06,0.0029561562901332344,-0.011697056469758214,-0.006984121073740627,-0.004912329466027911,-0.0013393083828565197,-0.009770831689197176,-0.004563845426040831,-0.010429034605005327,-0.005617486526031334,-0.12413588717401013,-0.13123965565633064,-0.17086314491482454,-0.17697187174727297,-0.12557911577483713,-0.12051224934916831,-0.1388153771052453,-0.14306504618670962,-0.16134278252994796,-0.16525188635511645,0.11745823522542925,0.13201319181048418,0.1692892587464353,0.17641827412456454,0.11464203276521004,0.12544002718268144,0.13504443505874775,0.1378120384797122,0.1624329721197013,0.16547074523966765,-0.1362986019885442,-0.14479302236284716,0.12642503051737566,0.14339513108756202,-0.0040162246626201555,0.0005588228336678154,-0.004409919168386016,-0.018413756583756297,-0.027937339105732397,-0.022995985143224706,-0.008363110084977502,-0.01062241525747683,-0.007315276888333673,-0.026865877859936087,-0.009329629122286484,-0.003873335618563245,-0.010625003879003435,-0.02008330014472334,0.004297590571366538,0.0013144351297646787,0.0055791010538813295,0.006081703381170745,0.0037947385410412662,0.06418900765862848,0.06189705241888194,-0.06566815248310098,-0.06562956031366796,0.00036082704468080743,-0.08735404051884381,-0.07206443147811933,0.08936367106950564,0.08814451465863041,-0.011913437240878597,-0.01092721139655535,-0.006810397525316057,0.48424945787342205,0.3025309439623641,0.7379655600606007,0.5298901679897527,0.3644682764816817,0.20706857092215097,0.6286419782650733,0.40724975425874793,1.0,0.7134967147631439,0.5022656199751616,0.2530779212420529,0.11802888184441988,0.23508147309461247,0.29428592779955676,0.30986405064871797,0.26779466746734176,0.00814578002487067,0.1358823346590605,0.2928437077981702,0.3567349490845685,0.374516051999289,0.33074232436626483,0.011278151677800016,-0.12796721324270618,-0.23605822213792457,-0.26206721656424625,-0.25740040838316613,-0.25012928808929086,-0.044154003489627426,-0.14521998748884646,-0.31344872341341595,-0.32152759339062126,-0.34720248534069525,-0.34761167168968354,-0.05231219380424141,-0.0033424696365977054,-0.009975774721259816,0.020268545147419898,0.018169750814669542,-0.002771356038989206,-0.01820077555451208,-0.006427371134816709,-0.03650445609442635,0.01851349157500562,0.007387260542942271,-0.041889375203316995,-0.022906621828115786,-0.00921335520335305,-0.002340212805388934,-0.010296299150756614,-0.008947865375757145,-0.009047422628913367,-0.0003460680186170696,-0.00883863433339577,0.001492446162655056,-0.008749734862376495,-0.0014600065673645965,0.004387492453657034,0.0005503147419800015
feature_81,0.002807566385408311,0.003003276736834988,-0.34313585641092875,-0.023152112609445732,-0.016013182652270804,-0.002245060758456193,-0.001824413666941281,-0.004464434240147022,-0.011830707872848081,-0.0014049057661748396,0.0004328108856554397,-0.02376604469011719,-0.01634089736113257,-0.009268246151100579,-0.005054009240625511,-0.019853994222667693,-0.010449585844963052,-0.02367203405049151,-0.015292529407757452,-0.2249695046730652,-0.22678920833552463,-0.29958514227866584,-0.30472984272989745,-0.23660774103632112,-0.21227087932466365,-0.25230212879323943,-0.2509207725455432,-0.287512310344284,-0.2872073977904262,0.20998465076661144,0.22335409414224194,0.2933135595103979,0.3000448338911001,0.21034323617004488,0.22206469835630538,0.23964924608605753,0.23623893482872732,0.2837593330272686,0.2819392351085904,-0.24801040577334169,-0.25647671689204027,0.234136192118542,0.25399930816691485,0.001906212429739717,-0.007549022995305597,-0.009943709501745774,-0.013926054868597477,-0.014497743425226538,-0.023033634221153124,-0.015192873388343879,-0.014173463335289928,-0.009048956145508314,-0.023587562248068007,-0.006957457698350003,0.0022309014810696945,-0.01926803150659335,-0.023993210733708116,0.004296265110406567,-0.000483167861580635,0.004303522812586643,0.004566348930750389,0.0016473722036971963,0.047414563590430586,0.04622016407985185,-0.050094092891086135,-0.05003069841298549,0.0016515575074365543,-0.06906698103900566,-0.05625789397586619,0.0769284487515446,0.07558135074767702,-0.025789389674868348,-0.019997408177855832,-0.01810723344518965,0.3373973346504125,0.49061053812279787,0.5363442612353942,0.7570282717339628,0.5714483237444437,0.14074446190283418,0.4374354341972853,0.6330539632181841,0.7134967147631439,1.0,0.7496099282892366,0.16732865485419557,0.08056381514138654,0.37789108601334115,0.20355643799231138,0.41948477865131,0.40803115997180833,0.005162839966789501,0.0960746430017755,0.4633384820656816,0.25133583052323805,0.49348700905887666,0.48778255009829796,0.009909677957025114,-0.10945446432797136,-0.3919742786841393,-0.23628170376297966,-0.40357947767842905,-0.4071121526211431,-0.03166187674397352,-0.12195048580206302,-0.4903523473841572,-0.2726375123661285,-0.520796401083211,-0.5368383603621162,-0.03557215553391555,-0.013451973633549127,-0.02682224036246344,-0.010920142192706333,-0.014485767250789724,-0.02553570617218915,-0.013918141022576571,-0.013652538438149212,-0.0579390706129564,-0.012659494509610934,-0.0252745113036055,-0.07184067564528557,-0.014245836400811878,-0.012542679625719543,-0.00022261394348060625,-0.01965838086823428,-0.017368736075518896,-0.013332147284743379,0.00010543438546213146,-0.014740752642045671,-0.0019150012384912289,-0.017348742224458626,-0.008740048733690775,0.003082161792675698,0.00517019852132825
